epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,81.7611,0.76854,1.05682,0.96631,0.9718,0.97548,0.98582,0.77478,0.76797,0.68439,0.9458,0.000358938,0.000358938,0.000358938
45,83.1894,0.781,1.05961,0.96795,0.97987,0.96987,0.98568,0.82651,0.64596,0.65254,0.91532,0.00035275,0.00035275,0.00035275
46,84.6394,0.73132,0.99245,0.95786,0.97874,0.97416,0.98674,0.83501,0.6281,0.63729,0.90652,0.000346563,0.000346563,0.000346563
47,86.1034,0.80056,1.05822,0.99399,0.98386,0.97295,0.98693,0.83739,0.61226,0.6317,0.90033,0.000340375,0.000340375,0.000340375
48,87.6109,0.71591,0.96826,0.95535,0.98515,0.97422,0.98628,0.83542,0.63841,0.63512,0.91909,0.000334188,0.000334188,0.000334188
49,89.1385,0.74618,1.00969,0.96427,0.98209,0.98021,0.98611,0.80953,0.68578,0.65066,0.91121,0.000328,0.000328,0.000328
50,90.5917,0.77588,1.07773,0.98143,0.98432,0.97878,0.98762,0.8501,0.5834,0.62834,0.88959,0.000321812,0.000321812,0.000321812
51,92.0368,0.77549,1.01213,0.97359,0.98168,0.98041,0.98804,0.81305,0.72057,0.64145,0.93745,0.000315625,0.000315625,0.000315625
52,93.493,0.7686,0.97466,0.97495,0.97364,0.98316,0.98832,0.82907,0.65421,0.61569,0.92222,0.000309437,0.000309437,0.000309437
53,94.9432,0.70647,0.91851,0.95119,0.97214,0.98312,0.98789,0.81452,0.69105,0.61161,0.93311,0.00030325,0.00030325,0.00030325
54,96.4688,0.67761,0.88353,0.93871,0.97984,0.98377,0.98659,0.85525,0.59174,0.589,0.89879,0.000297063,0.000297063,0.000297063
55,97.9176,0.71071,0.95127,0.94592,0.97725,0.98771,0.98691,0.84813,0.59901,0.59897,0.89052,0.000290875,0.000290875,0.000290875
56,99.3393,0.70416,0.95469,0.94067,0.98191,0.98267,0.98717,0.80563,0.73864,0.64292,0.93132,0.000284688,0.000284688,0.000284688
57,100.783,0.68079,0.92199,0.94931,0.98125,0.9871,0.98881,0.84333,0.62998,0.6015,0.90179,0.0002785,0.0002785,0.0002785
58,102.218,0.70549,0.94013,0.94854,0.97968,0.97908,0.98912,0.86356,0.55362,0.5681,0.8759,0.000272313,0.000272313,0.000272313
59,103.678,0.7533,0.94101,0.96128,0.98024,0.98324,0.98925,0.85556,0.57375,0.57141,0.88424,0.000266125,0.000266125,0.000266125
60,105.178,0.72299,0.92037,0.96395,0.98641,0.98185,0.98899,0.82951,0.62322,0.58306,0.89609,0.000259938,0.000259938,0.000259938
61,106.659,0.67937,0.92839,0.93786,0.98336,0.98304,0.98837,0.85954,0.54888,0.56597,0.88402,0.00025375,0.00025375,0.00025375
62,108.117,0.67656,0.88821,0.93875,0.97904,0.98018,0.98819,0.86532,0.54154,0.56203,0.88592,0.000247563,0.000247563,0.000247563
63,109.663,0.67374,0.88623,0.94564,0.98366,0.98105,0.989,0.8682,0.53516,0.55215,0.8871,0.000241375,0.000241375,0.000241375
64,111.152,0.68086,0.90394,0.94211,0.98365,0.98387,0.98894,0.83059,0.64015,0.57474,0.91875,0.000235188,0.000235188,0.000235188
65,112.643,0.70261,0.91127,0.95638,0.98431,0.98093,0.98868,0.85702,0.57209,0.56118,0.89603,0.000229,0.000229,0.000229
66,114.125,0.6915,0.89106,0.94852,0.98323,0.97671,0.98909,0.86507,0.54993,0.54418,0.88475,0.000222813,0.000222813,0.000222813
67,115.585,0.69648,0.89164,0.95189,0.97872,0.98236,0.98937,0.87518,0.51986,0.52372,0.87019,0.000216625,0.000216625,0.000216625
68,117.038,0.70641,0.85431,0.93527,0.98178,0.97985,0.98943,0.866,0.55714,0.53248,0.88351,0.000210437,0.000210437,0.000210437
69,118.483,0.67926,0.86458,0.92647,0.99003,0.98314,0.98929,0.85733,0.56289,0.52841,0.87281,0.00020425,0.00020425,0.00020425
70,119.931,0.64218,0.82256,0.92659,0.99137,0.98463,0.9896,0.85744,0.57811,0.53013,0.87594,0.000198063,0.000198063,0.000198063
71,121.387,0.67925,0.83242,0.93812,0.99123,0.98663,0.98983,0.87379,0.52755,0.52231,0.8636,0.000191875,0.000191875,0.000191875
72,122.856,0.72747,0.86968,0.9484,0.99241,0.98876,0.98987,0.86955,0.53934,0.51894,0.8669,0.000185688,0.000185688,0.000185688
73,124.304,0.71606,0.90619,0.95135,0.99396,0.98308,0.98969,0.8686,0.53245,0.50436,0.86177,0.0001795,0.0001795,0.0001795
74,125.764,0.63608,0.80278,0.91489,0.99173,0.98192,0.98964,0.86651,0.54042,0.50626,0.86407,0.000173313,0.000173313,0.000173313
75,127.243,0.64941,0.82737,0.93344,0.9951,0.98454,0.98974,0.88177,0.52131,0.49986,0.86598,0.000167125,0.000167125,0.000167125
76,128.683,0.65674,0.79097,0.9291,0.99267,0.98794,0.98977,0.88353,0.51669,0.50311,0.86301,0.000160938,0.000160938,0.000160938
77,130.144,0.63947,0.79715,0.9215,0.99227,0.98944,0.98994,0.8749,0.51895,0.50986,0.86342,0.00015475,0.00015475,0.00015475
78,131.601,0.67638,0.81428,0.93563,0.9888,0.98918,0.98979,0.85203,0.58137,0.52497,0.87908,0.000148563,0.000148563,0.000148563
79,133.075,0.70696,0.8887,0.95476,0.98959,0.98881,0.98975,0.86301,0.55142,0.50782,0.87218,0.000142375,0.000142375,0.000142375
80,134.56,0.62043,0.78099,0.92593,0.99264,0.98955,0.9898,0.87547,0.5192,0.49004,0.86533,0.000136187,0.000136187,0.000136187
81,136.034,0.65699,0.81088,0.92377,0.99498,0.98613,0.98974,0.88096,0.49477,0.48595,0.85857,0.00013,0.00013,0.00013
82,137.536,0.63592,0.81798,0.92748,0.99443,0.98408,0.98992,0.88266,0.49534,0.48757,0.85724,0.000123812,0.000123812,0.000123812
83,139.025,0.65062,0.82287,0.93664,0.99301,0.98982,0.98991,0.88422,0.48976,0.48949,0.85332,0.000117625,0.000117625,0.000117625
84,140.524,0.67144,0.83229,0.93691,0.99145,0.9899,0.98993,0.88412,0.48595,0.50012,0.85113,0.000111438,0.000111438,0.000111438
85,141.975,0.67179,0.84413,0.93735,0.99133,0.98959,0.98998,0.88129,0.49136,0.49683,0.85389,0.00010525,0.00010525,0.00010525
86,143.435,0.63016,0.80294,0.92144,0.99263,0.98907,0.98995,0.88132,0.49938,0.48075,0.85479,9.90625e-05,9.90625e-05,9.90625e-05
87,144.882,0.63481,0.80206,0.91884,0.99551,0.98687,0.98992,0.88683,0.49173,0.47101,0.85339,9.2875e-05,9.2875e-05,9.2875e-05
88,146.321,0.65405,0.80273,0.92104,0.99472,0.9866,0.98969,0.88822,0.49034,0.47096,0.85366,8.66875e-05,8.66875e-05,8.66875e-05
89,147.796,0.65281,0.80376,0.93482,0.99399,0.98709,0.98983,0.88709,0.492,0.47097,0.85411,8.05e-05,8.05e-05,8.05e-05
90,149.265,0.66871,0.80995,0.93608,0.99437,0.98928,0.98978,0.88452,0.49599,0.46755,0.85475,7.43125e-05,7.43125e-05,7.43125e-05
91,151.347,0.54409,0.68724,0.86546,0.99338,0.98973,0.98977,0.87495,0.52662,0.47327,0.85944,6.8125e-05,6.8125e-05,6.8125e-05
92,152.775,0.56327,0.6808,0.87042,0.99304,0.98976,0.98985,0.86471,0.55262,0.49003,0.86488,6.19375e-05,6.19375e-05,6.19375e-05
93,154.235,0.57373,0.68579,0.874,0.99225,0.98911,0.98986,0.86518,0.55639,0.51056,0.86276,5.575e-05,5.575e-05,5.575e-05
94,155.725,0.52789,0.68245,0.85516,0.99138,0.98776,0.98973,0.88276,0.51167,0.51617,0.85103,4.95625e-05,4.95625e-05,4.95625e-05
95,157.159,0.51906,0.67402,0.85739,0.99196,0.98846,0.98984,0.88624,0.50314,0.50027,0.8463,4.3375e-05,4.3375e-05,4.3375e-05
96,158.658,0.53497,0.67348,0.86113,0.99268,0.98758,0.98989,0.88869,0.49493,0.48041,0.84404,3.71875e-05,3.71875e-05,3.71875e-05
97,160.239,0.55119,0.65311,0.86991,0.99139,0.98851,0.98995,0.8861,0.49078,0.4684,0.84157,3.1e-05,3.1e-05,3.1e-05
98,161.661,0.5192,0.64227,0.84753,0.99252,0.98947,0.98999,0.88397,0.49436,0.46317,0.84277,2.48125e-05,2.48125e-05,2.48125e-05
99,163.065,0.5504,0.63656,0.86982,0.99226,0.98967,0.98996,0.88403,0.49288,0.46083,0.84344,1.8625e-05,1.8625e-05,1.8625e-05
100,164.505,0.55558,0.62862,0.86386,0.99203,0.98976,0.98997,0.88477,0.48799,0.45976,0.84366,1.24375e-05,1.24375e-05,1.24375e-05
